date,average_price,total_volume,type,year,state,region,season,price_bin,average_revenue
2017-02-05,1.42,6511.84,organic,2017,Richmond/Norfolk,Mid-Atlantic,winter,2.00,515466.27
2017-02-05,0.97,212143.72,conventional,2017,Roanoke,Southeast,winter,1.00,352114.28
2017-02-05,1.14,9742.87,organic,2017,Roanoke,Southeast,winter,1.00,413825.04
2017-02-05,0.98,808808.87,conventional,2017,Sacramento,West,winter,1.00,355744.33
2017-02-05,1.6,7712.27,organic,2017,Sacramento,West,winter,2.00,580807.07
2017-02-05,0.63,892740.87,conventional,2017,San Diego,West,winter,1.00,228692.78
2017-02-05,1.55,14096.05,organic,2017,San Diego,West,winter,2.00,562656.85
2017-02-05,0.84,1557975.05,conventional,2017,San Francisco,West,winter,1.00,304923.71
2017-02-05,1.61,25769.82,organic,2017,San Francisco,West,winter,2.00,584437.11
2017-02-05,0.76,1093144.23,conventional,2017,Seattle,West,winter,1.00,275883.36
2017-02-05,0.98,51462.4,organic,2017,Seattle,West,winter,1.00,355744.33
2017-02-05,0.81,706098.15,conventional,2017,South Carolina,Southeast,winter,1.00,294033.58
2017-02-05,1.45,9116.85,organic,2017,South Carolina,Southeast,winter,2.00,526356.4
2017-02-05,0.76,165785.94,conventional,2017,Spokane,West,winter,1.00,275883.36
2017-02-05,1.09,3239.7,organic,2017,Spokane,West,winter,1.00,395674.81
2017-02-05,0.88,237276.96,conventional,2017,St. Louis,Midwest,winter,1.00,319443.89
2017-02-05,1.32,5630.1,organic,2017,St. Louis,Midwest,winter,1.00,479165.83
2017-02-05,1.49,104027.11,conventional,2017,Syracuse,Northeast,winter,2.00,540876.58
2017-02-05,1.8,3181.84,organic,2017,Syracuse,Northeast,winter,2.00,653407.95
2017-02-05,0.79,893143.94,conventional,2017,Tampa,Southeast,winter,1.00,286773.49
2017-02-05,1.93,4591.77,organic,2017,Tampa,Southeast,winter,2.00,700598.52
2017-02-05,0.52,1637554.42,conventional,2017,West Tex/New Mexico,West,winter,1.00,188762.3
2017-02-05,1.31,21376.32,organic,2017,West Tex/New Mexico,West,winter,1.00,475535.79
2017-02-12,1.42,97215.94,conventional,2017,Albany,Northeast,winter,2.00,515466.27
2017-02-12,1.78,1806.4,organic,2017,Albany,Northeast,winter,2.00,646147.86
2017-02-12,0.79,666871.06,conventional,2017,Atlanta,Southeast,winter,1.00,286773.49
2017-02-12,1.07,11072.75,organic,2017,Atlanta,Southeast,winter,1.00,388414.73
2017-02-12,1.24,925574.66,conventional,2017,Baltimore/Washington,Mid-Atlantic,winter,1.00,450125.48
2017-02-12,1.85,18596.41,organic,2017,Baltimore/Washington,Mid-Atlantic,winter,2.00,671558.17
2017-02-12,0.98,97785.46,conventional,2017,Boise,West,winter,1.00,355744.33
2017-02-12,1.58,2375.9,organic,2017,Boise,West,winter,2.00,573546.98
2017-02-12,1.12,791126.41,conventional,2017,Boston,Northeast,winter,1.00,406564.95
2017-02-12,1.95,17727.36,organic,2017,Boston,Northeast,winter,2.00,707858.61
2017-02-12,1.56,135286.7,conventional,2017,Buffalo/Rochester,Northeast,winter,2.00,566286.89
2017-02-12,1.81,3594.59,organic,2017,Buffalo/Rochester,Northeast,winter,2.00,657037.99
2017-02-12,0.79,6862176.64,conventional,2017,California,West,winter,1.00,286773.49
2017-02-12,1.54,151754.58,organic,2017,California,West,winter,2.00,559026.8
2017-02-12,1.25,206762.31,conventional,2017,Charlotte,Southeast,winter,1.00,453755.52
2017-02-12,1.63,9089.66,organic,2017,Charlotte,Southeast,winter,2.00,591697.2
2017-02-12,1.05,874349.55,conventional,2017,Chicago,Midwest,winter,1.00,381154.64
2017-02-12,1.53,35870.49,organic,2017,Chicago,Midwest,winter,2.00,555396.76
2017-02-12,0.65,320492.68,conventional,2017,Cincinnati/Dayton,Midwest,winter,1.00,235952.87
2017-02-12,0.64,26706.48,organic,2017,Cincinnati/Dayton,Midwest,winter,1.00,232322.83
2017-02-12,0.78,226525.29,conventional,2017,Columbus,Midwest,winter,1.00,283143.45
2017-02-12,1.0,10853.5,organic,2017,Columbus,Midwest,winter,1.00,363004.42
2017-02-12,0.7,1422345.94,conventional,2017,Dallas/Ft. Worth,South Central,winter,1.00,254103.09
2017-02-12,1.35,16249.95,organic,2017,Dallas/Ft. Worth,South Central,winter,1.00,490055.96
2017-02-12,0.96,821592.06,conventional,2017,Denver,West,winter,1.00,348484.24
2017-02-12,1.44,24782.08,organic,2017,Denver,West,winter,2.00,522726.36
2017-02-12,0.74,475602.7,conventional,2017,Detroit,Midwest,winter,1.00,268623.27
2017-02-12,0.82,18985.89,organic,2017,Detroit,Midwest,winter,1.00,297663.62
2017-02-12,1.13,176589.86,conventional,2017,Grand Rapids,Midwest,winter,1.00,410194.99
2017-02-12,1.27,4273.25,organic,2017,Grand Rapids,Midwest,winter,1.00,461015.61
2017-02-12,1.13,276755.29,conventional,2017,Harrisburg/Scranton,Northeast,winter,1.00,410194.99
2017-02-12,1.81,9010.53,organic,2017,Harrisburg/Scranton,Northeast,winter,2.00,657037.99
2017-02-12,1.14,395980.22,conventional,2017,Hartford/Springfield,Northeast,winter,1.00,413825.04
2017-02-12,2.35,9386.83,organic,2017,Hartford/Springfield,Northeast,winter,3.00,853060.38
2017-02-12,0.58,1420811.06,conventional,2017,Houston,South Central,winter,1.00,210542.56
2017-02-12,0.92,33984.51,organic,2017,Houston,South Central,winter,1.00,333964.06
2017-02-12,0.77,237575.64,conventional,2017,Indianapolis,Midwest,winter,1.00,279513.4
2017-02-12,1.15,4313.04,organic,2017,Indianapolis,Midwest,winter,1.00,417455.08
2017-02-12,0.9,216367.38,conventional,2017,Jacksonville,Southeast,winter,1.00,326703.98
2017-02-12,1.48,4296.53,organic,2017,Jacksonville,Southeast,winter,2.00,537246.54
2017-02-12,0.72,406866.03,conventional,2017,Las Vegas,West,winter,1.00,261363.18
2017-02-12,1.18,21977.83,organic,2017,Las Vegas,West,winter,1.00,428345.21
2017-02-12,0.64,3625630.64,conventional,2017,Los Angeles,West,winter,1.00,232322.83
2017-02-12,1.17,95227.6,organic,2017,Los Angeles,West,winter,1.00,424715.17
2017-02-12,0.75,131965.58,conventional,2017,Louisville,Southeast,winter,1.00,272253.31
2017-02-12,0.8,5288.74,organic,2017,Louisville,Southeast,winter,1.00,290403.53
2017-02-12,0.97,804977.39,conventional,2017,Miami/Ft. Lauderdale,Southeast,winter,1.00,352114.28
2017-02-12,1.29,5966.83,organic,2017,Miami/Ft. Lauderdale,Southeast,winter,1.00,468275.7
2017-02-12,0.66,271393.5,conventional,2017,Nashville,Southeast,winter,1.00,239582.92
2017-02-12,0.66,13802.0,organic,2017,Nashville,Southeast,winter,1.00,239582.92
2017-02-12,0.9,276002.68,conventional,2017,New Orleans/Mobile,Southeast,winter,1.00,326703.98
2017-02-12,1.33,6425.79,organic,2017,New Orleans/Mobile,Southeast,winter,1.00,482795.87
2017-02-12,1.19,1955395.44,conventional,2017,New York,Northeast,winter,1.00,431975.26
2017-02-12,1.98,59839.16,organic,2017,New York,Northeast,winter,2.00,718748.75
2017-02-12,1.13,501364.8,conventional,2017,Northern New England,Northeast,winter,1.00,410194.99
2017-02-12,1.8,13474.78,organic,2017,Northern New England,Northeast,winter,2.00,653407.95
2017-02-12,0.95,430096.94,conventional,2017,Orlando,Southeast,winter,1.00,344854.2
2017-02-12,1.49,6127.62,organic,2017,Orlando,Southeast,winter,2.00,540876.58
2017-02-12,1.19,572219.25,conventional,2017,Philadelphia,Mid-Atlantic,winter,1.00,431975.26
2017-02-12,1.91,12382.57,organic,2017,Philadelphia,Mid-Atlantic,winter,2.00,693338.44
2017-02-12,0.54,1582877.09,conventional,2017,Phoenix/Tucson,West,winter,1.00,196022.39
2017-02-12,1.46,21516.41,organic,2017,Phoenix/Tucson,West,winter,2.00,529986.45
2017-02-12,1.28,100215.44,conventional,2017,Pittsburgh,Northeast,winter,1.00,464645.65
2017-02-12,1.41,8934.28,organic,2017,Pittsburgh,Northeast,winter,2.00,511836.23
2017-02-12,0.94,2097983.48,conventional,2017,Plains,Midwest,winter,1.00,341224.15
2017-02-12,1.49,59073.9,organic,2017,Plains,Midwest,winter,2.00,540876.58
2017-02-12,0.77,724514.73,conventional,2017,Portland,West,winter,1.00,279513.4
2017-02-12,1.59,22901.55,organic,2017,Portland,West,winter,2.00,577177.02
2017-02-12,1.18,292605.18,conventional,2017,Raleigh/Greensboro,Southeast,winter,1.00,428345.21
2017-02-12,1.54,9911.34,organic,2017,Raleigh/Greensboro,Southeast,winter,2.00,559026.8
2017-02-12,1.13,255531.24,conventional,2017,Richmond/Norfolk,Mid-Atlantic,winter,1.00,410194.99
2017-02-12,1.12,10485.46,organic,2017,Richmond/Norfolk,Mid-Atlantic,winter,1.00,406564.95
2017-02-12,1.03,159133.19,conventional,2017,Roanoke,Southeast,winter,1.00,373894.55
2017-02-12,0.88,11414.9,organic,2017,Roanoke,Southeast,winter,1.00,319443.89
2017-02-12,1.08,423595.21,conventional,2017,Sacramento,West,winter,1.00,392044.77
2017-02-12,2.25,5559.0,organic,2017,Sacramento,West,winter,2.00,816759.94
2017-02-12,0.7,645130.97,conventional,2017,San Diego,West,winter,1.00,254103.09
2017-02-12,1.66,9082.88,organic,2017,San Diego,West,winter,2.00,602587.33
2017-02-12,1.14,765983.21,conventional,2017,San Francisco,West,winter,1.00,413825.04
2017-02-12,2.59,19433.9,organic,2017,San Francisco,West,winter,3.00,940181.44
2017-02-12,0.77,750095.92,conventional,2017,Seattle,West,winter,1.00,279513.4
2017-02-12,1.79,38095.07,organic,2017,Seattle,West,winter,2.00,649777.91
2017-02-12,0.99,395220.24,conventional,2017,South Carolina,Southeast,winter,1.00,359374.37
2017-02-12,1.38,9862.15,organic,2017,South Carolina,Southeast,winter,2.00,500946.1
2017-02-12,0.77,110492.2,conventional,2017,Spokane,West,winter,1.00,279513.4
2017-02-12,1.66,3673.62,organic,2017,Spokane,West,winter,2.00,602587.33
2017-02-12,0.99,153045.63,conventional,2017,St. Louis,Midwest,winter,1.00,359374.37
2017-02-12,1.04,10825.69,organic,2017,St. Louis,Midwest,winter,1.00,377524.59
2017-02-12,1.5,67899.62,conventional,2017,Syracuse,Northeast,winter,2.00,544506.63
2017-02-12,1.66,2470.65,organic,2017,Syracuse,Northeast,winter,2.00,602587.33
2017-02-12,0.95,484658.75,conventional,2017,Tampa,Southeast,winter,1.00,344854.2
2017-02-12,1.44,6411.93,organic,2017,Tampa,Southeast,winter,2.00,522726.36
2017-02-12,0.65,1122062.47,conventional,2017,West Tex/New Mexico,West,winter,1.00,235952.87
2017-02-12,1.4,28191.45,organic,2017,West Tex/New Mexico,West,winter,2.00,508206.18
2017-02-19,1.67,95475.07,conventional,2017,Albany,Northeast,winter,2.00,606217.38
2017-02-19,1.67,2523.56,organic,2017,Albany,Northeast,winter,2.00,606217.38
2017-02-19,0.86,563018.6,conventional,2017,Atlanta,Southeast,winter,1.00,312183.8
2017-02-19,1.06,11866.71,organic,2017,Atlanta,Southeast,winter,1.00,384784.68
2017-02-19,1.38,721257.38,conventional,2017,Baltimore/Washington,Mid-Atlantic,winter,2.00,500946.1
2017-02-19,1.81,21623.61,organic,2017,Baltimore/Washington,Mid-Atlantic,winter,2.00,657037.99
2017-02-19,0.94,107721.63,conventional,2017,Boise,West,winter,1.00,341224.15
2017-02-19,1.65,2104.05,organic,2017,Boise,West,winter,2.00,598957.29
2017-02-19,1.31,521125.33,conventional,2017,Boston,Northeast,winter,1.00,475535.79
2017-02-19,2.06,16177.04,organic,2017,Boston,Northeast,winter,2.00,747789.1
2017-02-19,1.68,109808.8,conventional,2017,Buffalo/Rochester,Northeast,winter,2.00,609847.42
2017-02-19,1.98,4832.94,organic,2017,Buffalo/Rochester,Northeast,winter,2.00,718748.75
2017-02-19,0.95,6194368.66,conventional,2017,California,West,winter,1.00,344854.2
2017-02-19,1.5,183797.3,organic,2017,California,West,winter,2.00,544506.63
2017-02-19,1.33,198557.9,conventional,2017,Charlotte,Southeast,winter,1.00,482795.87
2017-02-19,1.67,9418.55,organic,2017,Charlotte,Southeast,winter,2.00,606217.38
2017-02-19,1.27,728402.35,conventional,2017,Chicago,Midwest,winter,1.00,461015.61
2017-02-19,1.6,36645.7,organic,2017,Chicago,Midwest,winter,2.00,580807.07
2017-02-19,0.7,303146.46,conventional,2017,Cincinnati/Dayton,Midwest,winter,1.00,254103.09
2017-02-19,0.51,41987.86,organic,2017,Cincinnati/Dayton,Midwest,winter,1.00,185132.25
2017-02-19,1.07,159054.67,conventional,2017,Columbus,Midwest,winter,1.00,388414.73
2017-02-19,0.74,17517.85,organic,2017,Columbus,Midwest,winter,1.00,268623.27
2017-02-19,0.76,1177312.94,conventional,2017,Dallas/Ft. Worth,South Central,winter,1.00,275883.36
2017-02-19,1.17,20393.29,organic,2017,Dallas/Ft. Worth,South Central,winter,1.00,424715.17
2017-02-19,1.07,799071.01,conventional,2017,Denver,West,winter,1.00,388414.73
2017-02-19,1.16,34290.67,organic,2017,Denver,West,winter,1.00,421085.12
2017-02-19,1.07,311270.6,conventional,2017,Detroit,Midwest,winter,1.00,388414.73
2017-02-19,0.57,38386.57,organic,2017,Detroit,Midwest,winter,1.00,206912.52
2017-02-19,1.42,141775.8,conventional,2017,Grand Rapids,Midwest,winter,2.00,515466.27
2017-02-19,1.64,1862.24,organic,2017,Grand Rapids,Midwest,winter,2.00,595327.24
2017-02-19,1.28,224541.2,conventional,2017,Harrisburg/Scranton,Northeast,winter,1.00,464645.65
2017-02-19,1.62,13264.69,organic,2017,Harrisburg/Scranton,Northeast,winter,2.00,588067.16
2017-02-19,1.3,249027.94,conventional,2017,Hartford/Springfield,Northeast,winter,1.00,471905.74
2017-02-19,1.56,39978.99,organic,2017,Hartford/Springfield,Northeast,winter,2.00,566286.89
2017-02-19,0.67,1190708.83,conventional,2017,Houston,South Central,winter,1.00,243212.96
2017-02-19,0.89,41481.08,organic,2017,Houston,South Central,winter,1.00,323073.93
2017-02-19,0.94,179250.21,conventional,2017,Indianapolis,Midwest,winter,1.00,341224.15
2017-02-19,1.24,4037.72,organic,2017,Indianapolis,Midwest,winter,1.00,450125.48
2017-02-19,1.23,139949.65,conventional,2017,Jacksonville,Southeast,winter,1.00,446495.43
2017-02-19,1.74,3179.09,organic,2017,Jacksonville,Southeast,winter,2.00,631627.69
2017-02-19,0.93,318600.59,conventional,2017,Las Vegas,West,winter,1.00,337594.11
2017-02-19,1.15,17954.08,organic,2017,Las Vegas,West,winter,1.00,417455.08
2017-02-19,0.79,3033918.41,conventional,2017,Los Angeles,West,winter,1.00,286773.49
2017-02-19,1.19,115734.75,organic,2017,Los Angeles,West,winter,1.00,431975.26
2017-02-19,0.94,94778.79,conventional,2017,Louisville,Southeast,winter,1.00,341224.15
2017-02-19,0.56,10571.3,organic,2017,Louisville,Southeast,winter,1.00,203282.47
2017-02-19,1.35,468266.51,conventional,2017,Miami/Ft. Lauderdale,Southeast,winter,1.00,490055.96
2017-02-19,1.65,5304.44,organic,2017,Miami/Ft. Lauderdale,Southeast,winter,2.00,598957.29
2017-02-19,0.82,225664.23,conventional,2017,Nashville,Southeast,winter,1.00,297663.62
2017-02-19,0.67,13534.67,organic,2017,Nashville,Southeast,winter,1.00,243212.96
2017-02-19,1.11,220338.25,conventional,2017,New Orleans/Mobile,Southeast,winter,1.00,402934.9
2017-02-19,1.33,5160.37,organic,2017,New Orleans/Mobile,Southeast,winter,1.00,482795.87
2017-02-19,1.28,1052132.16,conventional,2017,New York,Northeast,winter,1.00,464645.65
2017-02-19,1.36,420410.54,organic,2017,New York,Northeast,winter,1.00,493686.01
2017-02-19,1.37,375322.2,conventional,2017,Northern New England,Northeast,winter,1.00,497316.05
2017-02-19,1.88,11527.69,organic,2017,Northern New England,Northeast,winter,2.00,682448.3
2017-02-19,1.26,262109.86,conventional,2017,Orlando,Southeast,winter,1.00,457385.57
2017-02-19,1.81,5205.8,organic,2017,Orlando,Southeast,winter,2.00,657037.99
2017-02-19,1.37,369284.51,conventional,2017,Philadelphia,Mid-Atlantic,winter,1.00,497316.05
2017-02-19,1.38,64262.13,organic,2017,Philadelphia,Mid-Atlantic,winter,2.00,500946.1
2017-02-19,0.67,1171871.64,conventional,2017,Phoenix/Tucson,West,winter,1.00,243212.96
2017-02-19,1.28,17934.06,organic,2017,Phoenix/Tucson,West,winter,1.00,464645.65
2017-02-19,1.33,91579.18,conventional,2017,Pittsburgh,Northeast,winter,1.00,482795.87
2017-02-19,1.45,8805.28,organic,2017,Pittsburgh,Northeast,winter,2.00,526356.4
2017-02-19,0.96,2087617.13,conventional,2017,Plains,Midwest,winter,1.00,348484.24
2017-02-19,1.5,55912.77,organic,2017,Plains,Midwest,winter,2.00,544506.63
2017-02-19,0.76,869425.93,conventional,2017,Portland,West,winter,1.00,275883.36
2017-02-19,1.45,25338.41,organic,2017,Portland,West,winter,2.00,526356.4
2017-02-19,1.27,286847.49,conventional,2017,Raleigh/Greensboro,Southeast,winter,1.00,461015.61
2017-02-19,1.55,8726.67,organic,2017,Raleigh/Greensboro,Southeast,winter,2.00,562656.85
2017-02-19,1.18,241012.17,conventional,2017,Richmond/Norfolk,Mid-Atlantic,winter,1.00,428345.21
2017-02-19,1.24,9098.81,organic,2017,Richmond/Norfolk,Mid-Atlantic,winter,1.00,450125.48
2017-02-19,1.12,141558.76,conventional,2017,Roanoke,Southeast,winter,1.00,406564.95
2017-02-19,0.94,10024.18,organic,2017,Roanoke,Southeast,winter,1.00,341224.15
2017-02-19,1.2,431830.4,conventional,2017,Sacramento,West,winter,1.00,435605.3
2017-02-19,2.32,5375.95,organic,2017,Sacramento,West,winter,3.00,842170.25
2017-02-19,0.97,497333.98,conventional,2017,San Diego,West,winter,1.00,352114.28
2017-02-19,1.4,19782.44,organic,2017,San Diego,West,winter,2.00,508206.18
2017-02-19,1.17,863688.61,conventional,2017,San Francisco,West,winter,1.00,424715.17
2017-02-19,2.58,19202.54,organic,2017,San Francisco,West,winter,3.00,936551.4
2017-02-19,0.87,758887.32,conventional,2017,Seattle,West,winter,1.00,315813.84
2017-02-19,2.26,29024.68,organic,2017,Seattle,West,winter,2.00,820389.98
2017-02-19,1.14,331446.6,conventional,2017,South Carolina,Southeast,winter,1.00,413825.04
2017-02-19,1.4,11183.49,organic,2017,South Carolina,Southeast,winter,2.00,508206.18
2017-02-19,0.85,101482.65,conventional,2017,Spokane,West,winter,1.00,308553.75
2017-02-19,2.34,2274.09,organic,2017,Spokane,West,winter,3.00,849430.34
2017-02-19,1.09,144525.33,conventional,2017,St. Louis,Midwest,winter,1.00,395674.81
2017-02-19,1.1,8031.89,organic,2017,St. Louis,Midwest,winter,1.00,399304.86
2017-02-19,1.71,61608.13,conventional,2017,Syracuse,Northeast,winter,2.00,620737.55
2017-02-19,1.84,2030.59,organic,2017,Syracuse,Northeast,winter,2.00,667928.13
2017-02-19,1.29,297524.28,conventional,2017,Tampa,Southeast,winter,1.00,468275.7
2017-02-19,1.81,4237.44,organic,2017,Tampa,Southeast,winter,2.00,657037.99
2017-02-19,0.8,870359.48,conventional,2017,West Tex/New Mexico,West,winter,1.00,290403.53
2017-02-19,1.24,25777.67,organic,2017,West Tex/New Mexico,West,winter,1.00,450125.48
2017-02-26,1.4,88371.09,conventional,2017,Albany,Northeast,winter,2.00,508206.18
2017-02-26,1.71,2185.96,organic,2017,Albany,Northeast,winter,2.00,620737.55
2017-02-26,0.85,631507.77,conventional,2017,Atlanta,Southeast,winter,1.00,308553.75
2017-02-26,0.64,24322.77,organic,2017,Atlanta,Southeast,winter,1.00,232322.83
2017-02-26,1.48,814376.97,conventional,2017,Baltimore/Washington,Mid-Atlantic,winter,2.00,537246.54
2017-02-26,1.93,16773.14,organic,2017,Baltimore/Washington,Mid-Atlantic,winter,2.00,700598.52
2017-02-26,0.91,105023.56,conventional,2017,Boise,West,winter,1.00,330334.02
2017-02-26,1.15,2949.49,organic,2017,Boise,West,winter,1.00,417455.08
2017-02-26,1.24,599178.18,conventional,2017,Boston,Northeast,winter,1.00,450125.48
2017-02-26,2.01,14572.36,organic,2017,Boston,Northeast,winter,2.00,729638.88
2017-02-26,1.69,122294.43,conventional,2017,Buffalo/Rochester,Northeast,winter,2.00,613477.46
2017-02-26,1.93,2099.67,organic,2017,Buffalo/Rochester,Northeast,winter,2.00,700598.52
2017-02-26,0.95,6342089.92,conventional,2017,California,West,winter,1.00,344854.2
2017-02-26,1.34,215699.08,organic,2017,California,West,winter,1.00,486425.92
2017-02-26,1.26,241552.96,conventional,2017,Charlotte,Southeast,winter,1.00,457385.57
2017-02-26,1.7,8500.37,organic,2017,Charlotte,Southeast,winter,2.00,617107.51
2017-02-26,1.61,674827.05,conventional,2017,Chicago,Midwest,winter,2.00,584437.11
2017-02-26,1.69,46602.16,organic,2017,Chicago,Midwest,winter,2.00,613477.46
2017-02-26,0.78,282344.52,conventional,2017,Cincinnati/Dayton,Midwest,winter,1.00,283143.45
2017-02-26,0.49,44024.03,organic,2017,Cincinnati/Dayton,Midwest,winter,1.00,177872.16
2017-02-26,1.04,186429.24,conventional,2017,Columbus,Midwest,winter,1.00,377524.59
2017-02-26,0.66,19772.8,organic,2017,Columbus,Midwest,winter,1.00,239582.92
2017-02-26,0.73,1372811.19,conventional,2017,Dallas/Ft. Worth,South Central,winter,1.00,264993.22
2017-02-26,1.05,28944.94,organic,2017,Dallas/Ft. Worth,South Central,winter,1.00,381154.64
2017-02-26,1.15,782244.57,conventional,2017,Denver,West,winter,1.00,417455.08
2017-02-26,0.78,64041.86,organic,2017,Denver,West,winter,1.00,283143.45
2017-02-26,0.83,540315.74,conventional,2017,Detroit,Midwest,winter,1.00,301293.67
2017-02-26,0.57,35282.6,organic,2017,Detroit,Midwest,winter,1.00,206912.52
2017-02-26,1.02,238305.05,conventional,2017,Grand Rapids,Midwest,winter,1.00,370264.51
2017-02-26,1.57,7915.2,organic,2017,Grand Rapids,Midwest,winter,2.00,569916.93
2017-02-26,1.29,260743.16,conventional,2017,Harrisburg/Scranton,Northeast,winter,1.00,468275.7
2017-02-26,1.84,8615.54,organic,2017,Harrisburg/Scranton,Northeast,winter,2.00,667928.13
2017-02-26,1.59,259318.66,conventional,2017,Hartford/Springfield,Northeast,winter,2.00,577177.02
2017-02-26,2.18,13475.25,organic,2017,Hartford/Springfield,Northeast,winter,2.00,791349.63
2017-02-26,0.53,1547337.25,conventional,2017,Houston,South Central,winter,1.00,192392.34
2017-02-26,0.91,43969.52,organic,2017,Houston,South Central,winter,1.00,330334.02
2017-02-26,1.02,188900.46,conventional,2017,Indianapolis,Midwest,winter,1.00,370264.51
2017-02-26,0.9,6549.33,organic,2017,Indianapolis,Midwest,winter,1.00,326703.98
2017-02-26,1.16,172502.22,conventional,2017,Jacksonville,Southeast,winter,1.00,421085.12
2017-02-26,1.68,3160.21,organic,2017,Jacksonville,Southeast,winter,2.00,609847.42
2017-02-26,0.89,325905.13,conventional,2017,Las Vegas,West,winter,1.00,323073.93
2017-02-26,1.09,25937.71,organic,2017,Las Vegas,West,winter,1.00,395674.81
2017-02-26,0.82,2935077.5,conventional,2017,Los Angeles,West,winter,1.00,297663.62
2017-02-26,1.05,143520.74,organic,2017,Los Angeles,West,winter,1.00,381154.64
2017-02-26,0.95,106098.37,conventional,2017,Louisville,Southeast,winter,1.00,344854.2
2017-02-26,0.77,5481.89,organic,2017,Louisville,Southeast,winter,1.00,279513.4
2017-02-26,1.26,553803.5,conventional,2017,Miami/Ft. Lauderdale,Southeast,winter,1.00,457385.57
2017-02-26,2.43,3101.87,organic,2017,Miami/Ft. Lauderdale,Southeast,winter,3.00,882100.73
2017-02-26,0.88,216226.59,conventional,2017,Nashville,Southeast,winter,1.00,319443.89
2017-02-26,0.68,10920.78,organic,2017,Nashville,Southeast,winter,1.00,246843.0
2017-02-26,0.98,307637.26,conventional,2017,New Orleans/Mobile,Southeast,winter,1.00,355744.33
2017-02-26,1.33,5744.81,organic,2017,New Orleans/Mobile,Southeast,winter,1.00,482795.87
2017-02-26,1.55,1241381.61,conventional,2017,New York,Northeast,winter,2.00,562656.85
2017-02-26,1.77,91212.34,organic,2017,New York,Northeast,winter,2.00,642517.82
2017-02-26,1.25,434201.49,conventional,2017,Northern New England,Northeast,winter,1.00,453755.52
2017-02-26,1.85,12277.49,organic,2017,Northern New England,Northeast,winter,2.00,671558.17
2017-02-26,1.25,307685.6,conventional,2017,Orlando,Southeast,winter,1.00,453755.52
2017-02-26,2.08,4818.73,organic,2017,Orlando,Southeast,winter,2.00,755049.19
2017-02-26,1.49,411014.79,conventional,2017,Philadelphia,Mid-Atlantic,winter,2.00,540876.58
2017-02-26,1.68,20993.1,organic,2017,Philadelphia,Mid-Atlantic,winter,2.00,609847.42
2017-02-26,0.65,1146225.87,conventional,2017,Phoenix/Tucson,West,winter,1.00,235952.87
2017-02-26,1.22,25773.92,organic,2017,Phoenix/Tucson,West,winter,1.00,442865.39
2017-02-26,1.33,103906.0,conventional,2017,Pittsburgh,Northeast,winter,1.00,482795.87
2017-02-26,1.41,3584.79,organic,2017,Pittsburgh,Northeast,winter,2.00,511836.23
2017-02-26,1.05,2008263.47,conventional,2017,Plains,Midwest,winter,1.00,381154.64
2017-02-26,1.39,76034.02,organic,2017,Plains,Midwest,winter,2.00,504576.14
2017-02-26,0.7,877633.92,conventional,2017,Portland,West,winter,1.00,254103.09
2017-02-26,1.23,30803.34,organic,2017,Portland,West,winter,1.00,446495.43
2017-02-26,1.21,329592.25,conventional,2017,Raleigh/Greensboro,Southeast,winter,1.00,439235.34
2017-02-26,1.56,8608.11,organic,2017,Raleigh/Greensboro,Southeast,winter,2.00,566286.89
2017-02-26,1.13,281322.06,conventional,2017,Richmond/Norfolk,Mid-Atlantic,winter,1.00,410194.99
2017-02-26,1.01,13878.02,organic,2017,Richmond/Norfolk,Mid-Atlantic,winter,1.00,366634.46
2017-02-26,1.13,153568.21,conventional,2017,Roanoke,Southeast,winter,1.00,410194.99
2017-02-26,0.77,14724.39,organic,2017,Roanoke,Southeast,winter,1.00,279513.4
2017-02-26,1.08,499261.3,conventional,2017,Sacramento,West,winter,1.00,392044.77
2017-02-26,2.06,6616.58,organic,2017,Sacramento,West,winter,2.00,747789.1
2017-02-26,0.88,572076.4,conventional,2017,San Diego,West,winter,1.00,319443.89
2017-02-26,1.42,20055.23,organic,2017,San Diego,West,winter,2.00,515466.27
2017-02-26,1.18,891688.67,conventional,2017,San Francisco,West,winter,1.00,428345.21
2017-02-26,2.52,18753.79,organic,2017,San Francisco,West,winter,3.00,914771.13
2017-02-26,0.8,823735.2,conventional,2017,Seattle,West,winter,1.00,290403.53
2017-02-26,1.58,38286.08,organic,2017,Seattle,West,winter,2.00,573546.98
2017-02-26,1.06,404208.68,conventional,2017,South Carolina,Southeast,winter,1.00,384784.68
2017-02-26,1.13,14902.59,organic,2017,South Carolina,Southeast,winter,1.00,410194.99
2017-02-26,0.75,122591.72,conventional,2017,Spokane,West,winter,1.00,272253.31
2017-02-26,1.64,3681.31,organic,2017,Spokane,West,winter,2.00,595327.24
2017-02-26,1.29,142253.42,conventional,2017,St. Louis,Midwest,winter,1.00,468275.7
2017-02-26,1.18,7139.65,organic,2017,St. Louis,Midwest,winter,1.00,428345.21
2017-02-26,1.57,60421.42,conventional,2017,Syracuse,Northeast,winter,2.00,569916.93
2017-02-26,1.79,1336.09,organic,2017,Syracuse,Northeast,winter,2.00,649777.91
2017-02-26,1.23,369337.81,conventional,2017,Tampa,Southeast,winter,1.00,446495.43
2017-02-26,2.14,4102.72,organic,2017,Tampa,Southeast,winter,2.00,776829.45
2017-02-26,0.79,864199.16,conventional,2017,West Tex/New Mexico,West,winter,1.00,286773.49
